match_id,EndID,TeamID,score_diff,PowerPlay,has_hammer,ends_remaining,won,wp_pred,wp_next,wp_end,wpa
22230015_1_1,1,36,0,NA,FALSE,8,0,0.4298310678425787,0.1843342117679184,0.1843342117679184,-0.2454968560746603
22230015_1_1,1,44,0,NA,TRUE,8,1,0.5701689321574283,0.8156657882320849,0.8156657882320849,0.24549685607465666
22230015_1_2,1,25,0,NA,FALSE,8,0,0.4298310678425787,0.5623178612510823,0.5623178612510823,0.1324867934085036
22230015_1_2,1,46,0,NA,TRUE,8,1,0.5701689321574283,0.43768213874892387,0.43768213874892387,-0.1324867934085044
22230015_1_3,1,10,0,NA,TRUE,8,1,0.5701689321574283,0.8914457134954961,0.8914457134954961,0.3212767813380678
22230015_1_3,1,14,0,NA,FALSE,8,0,0.4298310678425787,0.10855428650450596,0.10855428650450596,-0.3212767813380727
22230015_1_4,1,22,0,NA,FALSE,8,0,0.4298310678425787,0.5623178612510823,0.5623178612510823,0.1324867934085036
22230015_1_4,1,24,0,NA,TRUE,8,1,0.5701689321574283,0.43768213874892387,0.43768213874892387,-0.1324867934085044
22230015_1_5,1,11,0,NA,TRUE,8,1,0.5701689321574283,0.5623178612510823,0.5623178612510823,-0.007851070906345958
22230015_1_5,1,37,0,NA,FALSE,8,0,0.4298310678425787,0.43768213874892387,0.43768213874892387,0.007851070906345181
22230015_2_1,1,15,0,NA,FALSE,8,0,0.4298310678425787,0.1843342117679184,0.1843342117679184,-0.2454968560746603
22230015_2_1,1,16,0,NA,TRUE,8,1,0.5701689321574283,0.8156657882320849,0.8156657882320849,0.24549685607465666
22230015_2_2,1,17,0,NA,FALSE,8,1,0.4298310678425787,0.43768213874892387,0.43768213874892387,0.007851070906345181
22230015_2_2,1,34,0,NA,TRUE,8,0,0.5701689321574283,0.5623178612510823,0.5623178612510823,-0.007851070906345958
22230015_2_3,1,18,0,NA,TRUE,8,1,0.5701689321574283,0.7045197323146173,0.7045197323146173,0.13435080015718903
22230015_2_3,1,23,0,NA,FALSE,8,0,0.4298310678425787,0.29548026768538754,0.29548026768538754,-0.13435080015719114
22230015_2_4,1,28,0,NA,FALSE,8,0,0.4298310678425787,0.7045197323146173,0.7045197323146173,0.2746886644720386
22230015_2_4,1,51,0,NA,TRUE,8,1,0.5701689321574283,0.29548026768538754,0.29548026768538754,-0.2746886644720407
22230015_2_5,1,19,0,NA,TRUE,8,0,0.5701689321574283,0.29548026768538754,0.29548026768538754,-0.2746886644720407
22230015_2_5,1,20,0,NA,FALSE,8,1,0.4298310678425787,0.7045197323146173,0.7045197323146173,0.2746886644720386
22230015_3_1,1,24,0,NA,TRUE,8,0,0.5701689321574283,0.5623178612510823,0.5623178612510823,-0.007851070906345958
22230015_3_1,1,46,0,NA,FALSE,8,1,0.4298310678425787,0.43768213874892387,0.43768213874892387,0.007851070906345181
22230015_3_2,1,22,0,NA,FALSE,8,1,0.4298310678425787,0.5623178612510823,0.5623178612510823,0.1324867934085036
22230015_3_2,1,36,0,NA,TRUE,8,0,0.5701689321574283,0.43768213874892387,0.43768213874892387,-0.1324867934085044
22230015_3_3,1,37,0,NA,FALSE,8,1,0.4298310678425787,0.43768213874892387,0.43768213874892387,0.007851070906345181
22230015_3_3,1,44,0,NA,TRUE,8,0,0.5701689321574283,0.5623178612510823,0.5623178612510823,-0.007851070906345958
22230015_3_4,1,11,0,NA,FALSE,8,0,0.4298310678425787,0.1843342117679184,0.1843342117679184,-0.2454968560746603
22230015_3_4,1,14,0,NA,TRUE,8,1,0.5701689321574283,0.8156657882320849,0.8156657882320849,0.24549685607465666
22230015_3_5,1,10,0,NA,TRUE,8,1,0.5701689321574283,0.7045197323146173,0.7045197323146173,0.13435080015718903
22230015_3_5,1,25,0,NA,FALSE,8,0,0.4298310678425787,0.29548026768538754,0.29548026768538754,-0.13435080015719114
22230015_4_1,1,17,0,NA,FALSE,8,1,0.4298310678425787,0.5623178612510823,0.5623178612510823,0.1324867934085036
22230015_4_1,1,51,0,NA,TRUE,8,0,0.5701689321574283,0.43768213874892387,0.43768213874892387,-0.1324867934085044
22230015_4_2,1,15,0,NA,TRUE,8,0,0.5701689321574283,0.8914457134954961,0.8914457134954961,0.3212767813380678
22230015_4_2,1,28,0,NA,FALSE,8,1,0.4298310678425787,0.10855428650450596,0.10855428650450596,-0.3212767813380727
22230015_4_3,1,16,0,NA,FALSE,8,1,0.4298310678425787,0.43768213874892387,0.43768213874892387,0.007851070906345181
22230015_4_3,1,20,0,NA,TRUE,8,0,0.5701689321574283,0.5623178612510823,0.5623178612510823,-0.007851070906345958
22230015_4_4,1,19,0,NA,TRUE,8,1,0.5701689321574283,0.8156657882320849,0.8156657882320849,0.24549685607465666
22230015_4_4,1,23,0,NA,FALSE,8,0,0.4298310678425787,0.1843342117679184,0.1843342117679184,-0.2454968560746603
22230015_4_5,1,18,0,NA,FALSE,8,1,0.4298310678425787,0.43768213874892387,0.43768213874892387,0.007851070906345181
22230015_4_5,1,34,0,NA,TRUE,8,0,0.5701689321574283,0.5623178612510823,0.5623178612510823,-0.007851070906345958
22230015_5_1,1,14,0,NA,FALSE,8,1,0.4298310678425787,0.7045197323146173,0.7045197323146173,0.2746886644720386
22230015_5_1,1,25,0,NA,TRUE,8,0,0.5701689321574283,0.29548026768538754,0.29548026768538754,-0.2746886644720407
22230015_5_2,1,11,0,NA,TRUE,8,1,0.5701689321574283,0.8914457134954961,0.8914457134954961,0.3212767813380678
22230015_5_2,1,44,0,NA,FALSE,8,0,0.4298310678425787,0.10855428650450596,0.10855428650450596,-0.3212767813380727
22230015_5_3,1,24,0,NA,FALSE,8,1,0.4298310678425787,0.29548026768538754,0.29548026768538754,-0.13435080015719114
22230015_5_3,1,36,0,NA,TRUE,8,0,0.5701689321574283,0.7045197323146173,0.7045197323146173,0.13435080015718903
22230015_5_4,1,10,0,NA,TRUE,8,0,0.5701689321574283,0.7045197323146173,0.7045197323146173,0.13435080015718903
22230015_5_4,1,37,0,NA,FALSE,8,1,0.4298310678425787,0.29548026768538754,0.29548026768538754,-0.13435080015719114
22230015_5_5,1,22,0,NA,TRUE,8,1,0.5701689321574283,0.5623178612510823,0.5623178612510823,-0.007851070906345958
22230015_5_5,1,46,0,NA,FALSE,8,0,0.4298310678425787,0.43768213874892387,0.43768213874892387,0.007851070906345181
22230015_6_1,1,23,0,NA,FALSE,8,0,0.4298310678425787,0.29548026768538754,0.29548026768538754,-0.13435080015719114
22230015_6_1,1,34,0,NA,TRUE,8,1,0.5701689321574283,0.7045197323146173,0.7045197323146173,0.13435080015718903
22230015_6_2,1,16,0,NA,FALSE,8,1,0.4298310678425787,0.43768213874892387,0.43768213874892387,0.007851070906345181
22230015_6_2,1,19,0,NA,TRUE,8,0,0.5701689321574283,0.5623178612510823,0.5623178612510823,-0.007851070906345958
22230015_6_3,1,15,0,NA,FALSE,8,0,0.4298310678425787,0.1843342117679184,0.1843342117679184,-0.2454968560746603
22230015_6_3,1,51,0,NA,TRUE,8,1,0.5701689321574283,0.8156657882320849,0.8156657882320849,0.24549685607465666
22230015_6_4,1,18,0,NA,FALSE,8,0,0.4298310678425787,0.43768213874892387,0.43768213874892387,0.007851070906345181
22230015_6_4,1,20,0,NA,TRUE,8,1,0.5701689321574283,0.5623178612510823,0.5623178612510823,-0.007851070906345958
22230015_6_5,1,17,0,NA,TRUE,8,1,0.5701689321574283,0.5623178612510823,0.5623178612510823,-0.007851070906345958
22230015_6_5,1,28,0,NA,FALSE,8,0,0.4298310678425787,0.43768213874892387,0.43768213874892387,0.007851070906345181
22230015_7_1,1,22,0,NA,FALSE,8,0,0.4298310678425787,0.06157574530583024,0.06157574530583024,-0.3682553225367484
22230015_7_1,1,37,0,NA,TRUE,8,1,0.5701689321574283,0.9384242546941708,0.9384242546941708,0.36825532253674254
22230015_7_2,1,10,0,NA,TRUE,8,1,0.5701689321574283,0.43768213874892387,0.43768213874892387,-0.1324867934085044
22230015_7_2,1,24,0,NA,FALSE,8,0,0.4298310678425787,0.5623178612510823,0.5623178612510823,0.1324867934085036
22230015_7_3,1,11,0,NA,TRUE,8,0,0.5701689321574283,0.7045197323146173,0.7045197323146173,0.13435080015718903
22230015_7_3,1,46,0,NA,FALSE,8,1,0.4298310678425787,0.29548026768538754,0.29548026768538754,-0.13435080015719114
22230015_7_4,1,14,0,NA,TRUE,8,1,0.5701689321574283,0.8914457134954961,0.8914457134954961,0.3212767813380678
22230015_7_4,1,44,0,NA,FALSE,8,0,0.4298310678425787,0.10855428650450596,0.10855428650450596,-0.3212767813380727
22230015_7_5,1,25,0,NA,TRUE,8,1,0.5701689321574283,0.8156657882320849,0.8156657882320849,0.24549685607465666
22230015_7_5,1,36,0,NA,FALSE,8,0,0.4298310678425787,0.1843342117679184,0.1843342117679184,-0.2454968560746603
22230015_8_1,1,20,0,NA,TRUE,8,1,0.5701689321574283,0.8914457134954961,0.8914457134954961,0.3212767813380678
22230015_8_1,1,28,0,NA,FALSE,8,0,0.4298310678425787,0.10855428650450596,0.10855428650450596,-0.3212767813380727
22230015_8_2,1,18,0,NA,TRUE,8,1,0.5701689321574283,0.7045197323146173,0.7045197323146173,0.13435080015718903
22230015_8_2,1,51,0,NA,FALSE,8,0,0.4298310678425787,0.29548026768538754,0.29548026768538754,-0.13435080015719114
22230015_8_3,1,17,0,NA,FALSE,8,1,0.4298310678425787,0.43768213874892387,0.43768213874892387,0.007851070906345181
22230015_8_3,1,19,0,NA,TRUE,8,0,0.5701689321574283,0.5623178612510823,0.5623178612510823,-0.007851070906345958
22230015_8_4,1,16,0,NA,TRUE,8,1,0.5701689321574283,0.43768213874892387,0.43768213874892387,-0.1324867934085044
22230015_8_4,1,23,0,NA,FALSE,8,0,0.4298310678425787,0.5623178612510823,0.5623178612510823,0.1324867934085036
22230015_8_5,1,15,0,NA,TRUE,8,0,0.5701689321574283,0.43768213874892387,0.43768213874892387,-0.1324867934085044
22230015_8_5,1,34,0,NA,FALSE,8,1,0.4298310678425787,0.5623178612510823,0.5623178612510823,0.1324867934085036
22230015_9_1,1,10,0,NA,TRUE,8,1,0.5701689321574283,0.5623178612510823,0.5623178612510823,-0.007851070906345958
22230015_9_1,1,46,0,NA,FALSE,8,0,0.4298310678425787,0.43768213874892387,0.43768213874892387,0.007851070906345181
22230015_9_2,1,36,0,NA,FALSE,8,0,0.4298310678425787,0.43768213874892387,0.43768213874892387,0.007851070906345181
22230015_9_2,1,37,0,NA,TRUE,8,1,0.5701689321574283,0.5623178612510823,0.5623178612510823,-0.007851070906345958
22230015_9_3,1,22,0,NA,TRUE,8,0,0.5701689321574283,0.8914457134954961,0.8914457134954961,0.3212767813380678
22230015_9_3,1,44,0,NA,FALSE,8,1,0.4298310678425787,0.10855428650450596,0.10855428650450596,-0.3212767813380727
22230015_9_4,1,11,0,NA,TRUE,8,0,0.5701689321574283,0.29548026768538754,0.29548026768538754,-0.2746886644720407
22230015_9_4,1,25,0,NA,FALSE,8,1,0.4298310678425787,0.7045197323146173,0.7045197323146173,0.2746886644720386
22230015_9_5,1,14,0,NA,TRUE,8,1,0.5701689321574283,0.8156657882320849,0.8156657882320849,0.24549685607465666
22230015_9_5,1,24,0,NA,FALSE,8,0,0.4298310678425787,0.1843342117679184,0.1843342117679184,-0.2454968560746603
22230015_10_1,1,17,0,NA,TRUE,8,1,0.5701689321574283,0.5623178612510823,0.5623178612510823,-0.007851070906345958
22230015_10_1,1,18,0,NA,FALSE,8,0,0.4298310678425787,0.43768213874892387,0.43768213874892387,0.007851070906345181
22230015_10_2,1,15,0,NA,FALSE,8,0,0.4298310678425787,0.29548026768538754,0.29548026768538754,-0.13435080015719114
22230015_10_2,1,20,0,NA,TRUE,8,1,0.5701689321574283,0.7045197323146173,0.7045197323146173,0.13435080015718903
22230015_10_3,1,16,0,NA,TRUE,8,1,0.5701689321574283,0.43768213874892387,0.43768213874892387,-0.1324867934085044
22230015_10_3,1,28,0,NA,FALSE,8,0,0.4298310678425787,0.5623178612510823,0.5623178612510823,0.1324867934085036
22230015_10_4,1,19,0,NA,TRUE,8,1,0.5701689321574283,0.8156657882320849,0.8156657882320849,0.24549685607465666
22230015_10_4,1,34,0,NA,FALSE,8,0,0.4298310678425787,0.1843342117679184,0.1843342117679184,-0.2454968560746603
22230015_10_5,1,23,0,NA,FALSE,8,0,0.4298310678425787,0.5623178612510823,0.5623178612510823,0.1324867934085036
22230015_10_5,1,51,0,NA,TRUE,8,1,0.5701689321574283,0.43768213874892387,0.43768213874892387,-0.1324867934085044
22230015_11_1,1,14,0,NA,TRUE,8,0,0.5701689321574283,0.29548026768538754,0.29548026768538754,-0.2746886644720407
22230015_11_1,1,37,0,NA,FALSE,8,1,0.4298310678425787,0.7045197323146173,0.7045197323146173,0.2746886644720386
22230015_11_2,1,44,0,NA,FALSE,8,0,0.4298310678425787,0.29548026768538754,0.29548026768538754,-0.13435080015719114
22230015_11_2,1,46,0,NA,TRUE,8,1,0.5701689321574283,0.7045197323146173,0.7045197323146173,0.13435080015718903
22230015_11_3,1,24,0,NA,TRUE,8,1,0.5701689321574283,0.5623178612510823,0.5623178612510823,-0.007851070906345958
22230015_11_3,1,25,0,NA,FALSE,8,0,0.4298310678425787,0.43768213874892387,0.43768213874892387,0.007851070906345181
22230015_11_4,1,10,0,NA,TRUE,8,1,0.5701689321574283,0.7045197323146173,0.7045197323146173,0.13435080015718903
22230015_11_4,1,22,0,NA,FALSE,8,0,0.4298310678425787,0.29548026768538754,0.29548026768538754,-0.13435080015719114
22230015_11_5,1,11,0,NA,TRUE,8,0,0.5701689321574283,0.43768213874892387,0.43768213874892387,-0.1324867934085044
22230015_11_5,1,36,0,NA,FALSE,8,1,0.4298310678425787,0.5623178612510823,0.5623178612510823,0.1324867934085036
22230015_12_1,1,20,0,NA,TRUE,8,1,0.5701689321574283,0.5623178612510823,0.5623178612510823,-0.007851070906345958
22230015_12_1,1,23,0,NA,FALSE,8,0,0.4298310678425787,0.43768213874892387,0.43768213874892387,0.007851070906345181
22230015_12_2,1,16,0,NA,FALSE,8,1,0.4298310678425787,0.5623178612510823,0.5623178612510823,0.1324867934085036
22230015_12_2,1,17,0,NA,TRUE,8,0,0.5701689321574283,0.43768213874892387,0.43768213874892387,-0.1324867934085044
22230015_12_3,1,34,0,NA,TRUE,8,0,0.5701689321574283,0.29548026768538754,0.29548026768538754,-0.2746886644720407
22230015_12_3,1,51,0,NA,FALSE,8,1,0.4298310678425787,0.7045197323146173,0.7045197323146173,0.2746886644720386
22230015_12_4,1,18,0,NA,FALSE,8,1,0.4298310678425787,0.5623178612510823,0.5623178612510823,0.1324867934085036
22230015_12_4,1,28,0,NA,TRUE,8,0,0.5701689321574283,0.43768213874892387,0.43768213874892387,-0.1324867934085044
22230015_12_5,1,15,0,NA,TRUE,8,1,0.5701689321574283,0.7045197323146173,0.7045197323146173,0.13435080015718903
22230015_12_5,1,19,0,NA,FALSE,8,0,0.4298310678425787,0.29548026768538754,0.29548026768538754,-0.13435080015719114
22230015_13_1,1,22,0,NA,TRUE,8,1,0.5701689321574283,0.29548026768538754,0.29548026768538754,-0.2746886644720407
22230015_13_1,1,25,0,NA,FALSE,8,0,0.4298310678425787,0.7045197323146173,0.7045197323146173,0.2746886644720386
22230015_13_2,1,10,0,NA,FALSE,8,1,0.4298310678425787,0.5623178612510823,0.5623178612510823,0.1324867934085036
22230015_13_2,1,11,0,NA,TRUE,8,0,0.5701689321574283,0.43768213874892387,0.43768213874892387,-0.1324867934085044
22230015_13_3,1,14,0,NA,FALSE,8,1,0.4298310678425787,0.7045197323146173,0.7045197323146173,0.2746886644720386
22230015_13_3,1,36,0,NA,TRUE,8,0,0.5701689321574283,0.29548026768538754,0.29548026768538754,-0.2746886644720407
22230015_13_4,1,37,0,NA,TRUE,8,1,0.5701689321574283,0.9384242546941708,0.9384242546941708,0.36825532253674254
